Wall time,Step,Value
1594175537.8525417,1,4793.41552734375
1594175542.4558694,5,578438.4375
1594175548.185275,10,74254.515625
1594175553.908606,15,2623.383056640625
1594175559.6508267,20,5470.24951171875
1594175565.3077824,25,1755.557861328125
1594175571.0037057,30,879.8150634765625
1594175576.6905105,35,589.3963623046875
1594175582.385957,40,625.9789428710938
1594175587.9978058,45,935.2453002929688
1594175593.593944,50,677.1978149414062
1594175599.2403555,55,431.3639831542969
1594175604.927919,60,466.8317565917969
1594175610.579736,65,374.0915222167969
1594175616.263589,70,471.9426574707031
1594175621.8793216,75,383.5562438964844
1594175627.5071275,80,394.9084167480469
1594175633.115993,85,344.2150573730469
1594175638.650601,90,386.352783203125
1594175644.1674898,95,320.1327819824219
1594175649.747871,100,316.3753662109375
1594175655.369568,105,321.9017028808594
1594175660.946985,110,279.1727294921875
1594175666.529571,115,351.888916015625
1594175672.1369061,120,276.8507080078125
1594175677.76634,125,301.2731628417969
1594175683.4425528,130,323.18377685546875
1594175689.0615091,135,334.70452880859375
1594175694.525811,140,284.44024658203125
1594175700.0898278,145,296.2823181152344
1594175705.6851494,150,258.69500732421875
1594175711.3466582,155,277.5777282714844
1594175716.9991195,160,255.66964721679688
1594175722.6249797,165,318.21319580078125
1594175728.1011784,170,232.23196411132812
1594175733.6740406,175,284.4021301269531
1594175739.2309566,180,308.8282165527344
1594175744.7952507,185,261.1706848144531
1594175750.3206122,190,269.532958984375
1594175755.8984797,195,234.79092407226562
1594175761.4899127,200,234.5129852294922
1594175767.0848715,205,248.21080017089844
1594175772.7113235,210,262.0085144042969
1594175778.4099443,215,341.732666015625
1594175783.980064,220,253.19082641601562
1594175789.6693466,225,235.10662841796875
1594175795.325132,230,267.55902099609375
1594175800.8670933,235,239.8297882080078
1594175806.4720685,240,230.97145080566406
1594175812.023863,245,223.8528289794922
1594175817.634736,250,218.5773162841797
1594175823.4010189,255,218.16653442382812
1594175829.066758,260,229.03582763671875
1594175834.7138932,265,228.3408660888672
1594175840.3802342,270,247.1584930419922
1594175846.0079458,275,205.67019653320312
1594175851.5452616,280,223.5810089111328
1594175857.0637646,285,203.00807189941406
1594175862.723039,290,206.15219116210938
1594175868.2535908,295,210.99618530273438
1594175873.8818738,300,242.12411499023438
1594175879.502437,305,199.81851196289062
1594175885.1004431,310,191.10707092285156
1594175890.559748,315,211.04397583007812
1594175896.088181,320,207.6758575439453
1594175901.606619,325,189.1639862060547
1594175907.2798953,330,186.8295135498047
1594175912.9878016,335,191.09986877441406
1594175918.6904502,340,189.27125549316406
1594175924.341421,345,182.24359130859375
1594175930.0157752,350,186.5669708251953
1594175935.6320455,355,180.75259399414062
1594175941.1571672,360,170.1373748779297
1594175946.6578674,365,169.99221801757812
1594175952.319186,370,149.6157684326172
1594175957.9704938,375,179.6618194580078
1594175963.6503205,380,161.4561767578125
1594175969.230321,385,159.85374450683594
1594175974.9454038,390,170.73431396484375
1594175980.5948448,395,203.3058624267578
1594175986.2047567,400,170.59442138671875
1594175991.8886282,405,149.86961364746094
1594175997.553182,410,168.3740234375
1594176003.1300738,415,143.29928588867188
1594176008.777043,420,158.3672332763672
1594176014.410361,425,144.16490173339844
1594176019.9717367,430,154.3717041015625
1594176025.513613,435,162.2316131591797
1594176031.1593604,440,158.16241455078125
1594176036.7837522,445,146.64276123046875
1594176042.478299,450,149.7272491455078
1594176048.0704124,455,166.027587890625
1594176053.6950336,460,152.3109588623047
1594176059.391229,465,143.3008575439453
1594176065.0525227,470,163.73753356933594
1594176070.7321608,475,131.44094848632812
1594176076.3105276,480,132.44981384277344
1594176081.965879,485,160.90687561035156
1594176087.6644938,490,144.85728454589844
1594176093.256975,495,145.06134033203125
1594176098.9367514,500,131.61386108398438
1594176104.5896358,505,144.16778564453125
1594176110.1879315,510,139.90695190429688
1594176115.8302233,515,113.8319320678711
1594176121.3360312,520,130.1740264892578
1594176127.0019894,525,118.26403045654297
1594176132.7072778,530,142.58041381835938
1594176138.345255,535,122.11836242675781
1594176143.8744812,540,107.14763641357422
1594176149.4925501,545,127.5387954711914
1594176155.0863643,550,117.88201904296875
1594176160.654294,555,118.76280212402344
1594176166.3073132,560,128.56790161132812
1594176171.8039634,565,129.31802368164062
1594176177.5291536,570,119.4477310180664
1594176183.165938,575,128.2692108154297
1594176188.721567,580,109.55120086669922
1594176194.392033,585,116.86157989501953
1594176199.968698,590,104.63782501220703
1594176205.593452,595,127.4200210571289
1594176211.2072942,600,98.91445922851562
1594176216.862882,605,128.33306884765625
1594176222.2936418,610,112.7890396118164
1594176227.887434,615,109.55475616455078
1594176233.4569974,620,97.62725830078125
1594176239.0683954,625,117.54854583740234
1594176244.750711,630,99.1368179321289
1594176250.4110153,635,103.56512451171875
1594176256.0323107,640,110.97572326660156
1594176261.6858053,645,120.91384887695312
1594176267.2405162,650,94.03739929199219
1594176272.9281154,655,104.54057312011719
1594176278.6105537,660,105.09861755371094
1594176284.1856546,665,119.21739196777344
1594176289.676202,670,108.77188110351562
1594176295.298545,675,104.12088775634766
1594176300.9081783,680,113.34965515136719
1594176306.5190022,685,115.62149047851562
1594176312.164801,690,103.10327911376953
1594176317.7359157,695,101.40467071533203
1594176323.2798085,700,148.47091674804688
1594176328.9267614,705,117.83279418945312
1594176334.5940037,710,107.50685119628906
1594176340.1933675,715,112.15426635742188
1594176345.7710466,720,97.05596923828125
1594176351.3777568,725,101.13531494140625
1594176357.0080638,730,109.71446228027344
1594176362.6139655,735,113.04716491699219
1594176368.3156226,740,109.0973129272461
1594176373.967629,745,116.94374084472656
1594176379.4667923,750,108.88199615478516
1594176385.1256917,755,99.27845001220703
1594176390.8221064,760,110.3831558227539
1594176396.4658878,765,91.00355529785156
1594176402.0825691,770,102.07108306884766
1594176407.8625045,775,116.34432983398438
1594176413.5059588,780,107.14825439453125
1594176419.0505216,785,95.7395248413086
1594176424.7036695,790,97.83888244628906
1594176430.3387077,795,100.72868347167969
1594176435.963469,800,105.14498138427734
1594176441.6747031,805,101.20560455322266
1594176447.2589571,810,99.9016342163086
1594176452.9883134,815,109.11265563964844
1594176458.6675181,820,94.43660736083984
1594176464.2988336,825,97.9786148071289
1594176469.9582286,830,95.6568832397461
1594176475.692861,835,101.31085968017578
1594176481.3042626,840,92.15876770019531
1594176486.9264936,845,95.45825958251953
1594176492.5471327,850,102.16905975341797
1594176498.2161322,855,91.95061492919922
1594176503.8127604,860,93.84693145751953
1594176509.5359535,865,91.98048400878906
1594176515.2032912,870,93.235595703125
1594176520.8860447,875,90.46331024169922
1594176526.3543994,880,92.43903350830078
1594176531.9957829,885,98.31782531738281
1594176537.7077212,890,95.27609252929688
1594176543.3766246,895,87.1479721069336
1594176549.005069,900,84.4642105102539
1594176554.7239919,905,87.61505126953125
1594176560.3052068,910,95.32935333251953
1594176565.945821,915,84.55778503417969
1594176571.669379,920,71.3281478881836
1594176577.3994696,925,85.24898529052734
1594176582.8367114,930,77.90206909179688
1594176588.463358,935,74.53364562988281
1594176594.0854034,940,71.41118621826172
1594176599.7715437,945,84.9173583984375
1594176605.4655118,950,73.84487915039062
1594176611.0616693,955,70.9970703125
1594176616.6025424,960,78.10816955566406
1594176622.2553732,965,69.2575454711914
1594176627.8298073,970,65.06571960449219
1594176633.3455613,975,75.2599105834961
1594176639.0190318,980,62.04515838623047
1594176644.7278037,985,76.15816497802734
1594176650.3168433,990,62.273590087890625
1594176655.962353,995,68.00064849853516
1594176672.6985104,1000,65.46309661865234
1594176682.1561873,1005,56.966060638427734
1594176687.7959616,1010,59.315406799316406
1594176693.3422794,1015,57.806640625
1594176698.9800642,1020,54.11646270751953
1594176704.5604143,1025,62.778472900390625
1594176710.1056252,1030,57.330013275146484
1594176715.7105682,1035,48.95301818847656
1594176721.40677,1040,52.84199142456055
1594176727.0428035,1045,57.566253662109375
1594176732.6757002,1050,57.851585388183594
1594176738.3153007,1055,52.81371307373047
1594176743.9515097,1060,51.589115142822266
1594176749.5062718,1065,46.8987922668457
1594176755.0644937,1070,50.088104248046875
1594176760.6728137,1075,49.894554138183594
1594176766.268122,1080,45.99768829345703
1594176771.793842,1085,51.27471160888672
1594176777.4028847,1090,48.58491897583008
1594176783.018135,1095,43.75524139404297
1594176788.6012983,1100,49.14906692504883
1594176794.19639,1105,49.12910461425781
1594176799.8719325,1110,44.72813415527344
1594176805.5355911,1115,46.692054748535156
1594176811.0101068,1120,50.14378356933594
1594176816.718925,1125,42.23978805541992
1594176822.382048,1130,47.76958084106445
1594176827.9684772,1135,46.30310821533203
1594176833.5760608,1140,50.68407440185547
1594176839.214982,1145,44.53364181518555
1594176844.854316,1150,45.1160888671875
1594176850.40241,1155,41.45079803466797
1594176856.0503392,1160,46.49584197998047
1594176861.6514325,1165,41.6545524597168
1594176867.2800436,1170,45.63810729980469
1594176872.8743086,1175,41.93177795410156
1594176878.5234132,1180,43.31510925292969
1594176884.14397,1185,43.61848449707031
1594176889.7188137,1190,40.11310577392578
1594176895.4323244,1195,44.9430046081543
1594176901.0641057,1200,46.944549560546875
1594176906.6959364,1205,41.16496276855469
1594176912.342548,1210,44.425533294677734
1594176917.8211362,1215,42.71199035644531
1594176923.4108243,1220,43.70262145996094
1594176928.987883,1225,42.695159912109375
1594176934.5245557,1230,43.803768157958984
1594176940.134489,1235,40.06513214111328
1594176945.628678,1240,50.454647064208984
1594176951.2940114,1245,36.5510368347168
1594176956.8646226,1250,43.10745620727539
1594176962.5727816,1255,43.094642639160156
1594176968.2106578,1260,48.84750747680664
1594176973.7556133,1265,45.75802230834961
1594176979.3658912,1270,45.199398040771484
1594176985.0373762,1275,49.41619110107422
1594176990.6796434,1280,41.86454772949219
1594176996.218371,1285,41.986976623535156
1594177001.8362577,1290,42.38941192626953
1594177007.4107451,1295,46.56037902832031
1594177012.98339,1300,39.1301383972168
1594177018.5360758,1305,42.54436492919922
1594177024.0898516,1310,44.2802734375
1594177029.6979468,1315,49.90158462524414
1594177035.36739,1320,42.59184265136719
1594177040.9332957,1325,42.806419372558594
1594177046.5778682,1330,47.40061569213867
1594177052.2456975,1335,43.171470642089844
1594177057.8531628,1340,43.882415771484375
1594177063.4102657,1345,43.93061065673828
1594177069.080281,1350,48.29554748535156
1594177074.7659838,1355,48.89848709106445
1594177080.3743472,1360,45.45977020263672
1594177085.960902,1365,43.896732330322266
1594177091.5590909,1370,36.64826202392578
1594177097.111222,1375,37.997371673583984
1594177102.702626,1380,44.15590286254883
1594177108.2902877,1385,47.85377502441406
1594177113.8989623,1390,43.69747543334961
1594177119.5317433,1395,44.21786117553711
1594177125.1232545,1400,43.03790283203125
1594177130.711538,1405,46.490665435791016
1594177136.2741477,1410,45.052284240722656
1594177141.9118478,1415,38.49276351928711
1594177147.4747305,1420,43.07734298706055
1594177153.05842,1425,42.71444320678711
1594177158.7232811,1430,47.24298858642578
1594177164.342363,1435,43.309417724609375
1594177169.9329188,1440,40.698299407958984
1594177175.588998,1445,37.38545227050781
1594177181.2876675,1450,41.240074157714844
1594177186.926717,1455,43.255470275878906
1594177192.5114985,1460,42.773712158203125
1594177198.2012575,1465,40.42864227294922
1594177203.8075132,1470,40.72763442993164
