Wall time,Step,Value
1594616173.1111424,25,7607.599609375
1594616212.0070958,75,1396.3782958984375
1594616223.6513302,90,1058.1226806640625
1594616246.9796345,120,808.0222778320312
1594616309.5781987,200,516.7706298828125
1594616317.4464033,210,475.27325439453125
1594616325.3234372,220,462.0369567871094
1594616329.277262,225,503.6996154785156
1594616337.2021706,235,508.2852783203125
1594616360.9980874,265,474.01348876953125
1594616365.0033698,270,433.01531982421875
1594616368.9800782,275,400.36944580078125
1594616372.9570794,280,486.9578552246094
1594616408.8645484,325,422.7978210449219
1594616433.0446346,355,432.0323791503906
1594616437.0892744,360,379.2988586425781
1594616441.1306407,365,395.57391357421875
1594616445.155716,370,364.5655822753906
1594616465.3826833,395,415.1936950683594
1594616497.6053677,435,416.7400207519531
1594616526.0814173,470,386.0124816894531
1594616558.845101,510,302.3098449707031
1594616571.1672578,525,361.10772705078125
1594616575.2902951,530,329.2630310058594
1594616604.289647,565,286.17181396484375
1594616625.0606945,590,302.9687805175781
1594616658.5569532,630,324.1474609375
1594616671.190708,645,263.4696960449219
1594616675.3931396,650,258.5731506347656
1594616713.5050893,695,306.7134704589844
1594616722.0701559,705,268.4241638183594
1594616726.3129826,710,241.0482940673828
1594616760.6659443,750,249.47760009765625
1594616782.268613,775,233.92774963378906
1594616790.955554,785,235.39480590820312
1594616795.2853973,790,225.38787841796875
1594616834.5356336,835,219.11337280273438
1594616838.898004,840,230.99139404296875
1594616852.1859863,855,211.97244262695312
1594616878.9144528,885,228.88876342773438
1594616883.3665767,890,242.41915893554688
1594616905.686296,915,208.5902099609375
1594616914.6512728,925,217.44908142089844
1594616919.1142602,930,205.36013793945312
1594616937.1914637,950,200.8725128173828
1594616941.7186148,955,198.87754821777344
1594616973.6728525,990,214.64390563964844
1594617027.2350674,1030,167.24728393554688
1594617031.8094716,1035,171.5810546875
1594617036.4198456,1040,188.1339111328125
1594617054.9918566,1060,167.57154846191406
1594617106.4002554,1115,196.27040100097656
1594617134.7600682,1145,159.0349884033203
1594617158.5611033,1170,177.5559844970703
1594617172.9550817,1185,202.13082885742188
1594617231.0280325,1245,156.88827514648438
1594617260.475286,1275,160.23883056640625
1594617285.1211905,1300,158.60679626464844
1594617290.0810015,1305,165.9637908935547
1594617299.9276996,1315,155.9441680908203
1594617319.910055,1335,145.81419372558594
1594617339.8840818,1355,140.61865234375
1594617349.9331992,1365,151.52520751953125
1594617375.1497796,1390,176.4829864501953
1594617446.6858282,1460,131.27603149414062
1594617472.5928006,1485,164.51576232910156
1594617477.7591639,1490,149.39114379882812
1594617503.7708197,1515,150.65618896484375
1594617524.7248197,1535,145.9996795654297
1594617530.0055292,1540,155.45172119140625
1594617540.3767807,1550,144.60455322265625
1594617582.6186974,1590,137.14224243164062
1594617587.9538121,1595,134.2817840576172
1594617620.0238917,1625,131.91041564941406
1594617625.4454544,1630,145.6796417236328
1594617630.8043747,1635,138.26531982421875
1594617647.108128,1650,130.32127380371094
1594617696.1675937,1695,135.40171813964844
1594617740.3366065,1735,140.44227600097656
1594617829.6277435,1815,136.84945678710938
1594617852.190635,1835,128.92710876464844
1594617886.260892,1865,138.2832489013672
1594617909.1058476,1885,129.7750701904297
1594617920.6313689,1895,119.88127899169922
1594617990.0652273,1955,147.4352569580078
1594617995.9052339,1960,115.98411560058594
1594618099.9963064,2040,129.3164825439453
1594618177.462201,2105,121.85730743408203
1594618183.4879153,2110,118.88864135742188
1594618195.5810492,2120,119.87584686279297
1594618232.0291917,2150,139.15512084960938
1594618287.2572865,2195,123.5063705444336
1594618299.810258,2205,124.39767456054688
1594618306.0096133,2210,126.13945007324219
1594618324.717817,2225,128.37310791015625
1594618362.129275,2255,119.955322265625
1594618418.7659564,2300,116.49876403808594
1594618437.7048268,2315,117.00788879394531
1594618444.0241857,2320,121.47712707519531
1594618501.5544078,2365,107.28695678710938
1594618508.01514,2370,121.40323638916016
1594618604.8094878,2445,124.07445526123047
1594618617.8165839,2455,101.63906860351562
1594618630.837418,2465,105.50890350341797
1594618722.6911566,2535,99.6053466796875
1594618755.9022334,2560,114.6960678100586
1594618769.314352,2570,105.27522277832031
1594618789.5209591,2585,97.46533966064453
1594618843.9842765,2625,112.02668762207031
1594618885.0682802,2655,95.48348236083984
1594618898.8488066,2665,104.24980926513672
1594618919.4793367,2680,101.77525329589844
1594618960.990664,2710,101.45240783691406
1594618995.8063555,2735,92.40179443359375
1594619002.8306608,2740,101.99246215820312
1594619065.8494413,2785,98.30296325683594
1594619079.85423,2795,96.72752380371094
1594619107.9607923,2815,93.90534973144531
1594619115.0306146,2820,94.93360900878906
1594619150.6098063,2845,86.52496337890625
1594619179.1934462,2865,106.07186889648438
1594619186.3608983,2870,87.01518249511719
1594619222.2153177,2895,92.5424575805664
1594619236.6234298,2905,93.15755462646484
1594619243.8598707,2910,87.40116119384766
1594619258.20645,2920,89.99832916259766
1594619272.607169,2930,96.09870147705078
1594619279.8391397,2935,83.64178466796875
1594619316.2596478,2960,90.18511962890625
1594619323.5798984,2965,84.59125518798828
1594619380.5924833,3000,84.20089721679688
1594619399.7845483,3010,82.15705871582031
1594619444.2770386,3040,82.72667694091797
1594619459.1842327,3050,88.08648681640625
1594619496.503634,3075,82.01063537597656
1594619534.0730147,3100,84.3653564453125
1594619549.093607,3110,86.84767150878906
1594619639.9432712,3170,82.94807434082031
1594619693.1034305,3205,85.4350814819336
1594619700.7484999,3210,77.18563079833984
1594619716.056,3220,81.91706848144531
1594619723.7854478,3225,80.81451416015625
1594619731.5440052,3230,84.63652801513672
1594619739.278455,3235,79.8767318725586
1594619754.8350158,3245,73.3608627319336
1594619778.225572,3260,71.7218017578125
1594619809.2745292,3280,77.60505676269531
1594619848.4531584,3305,71.5321044921875
1594619872.127588,3320,72.28890228271484
1594619903.7594397,3340,74.92433166503906
1594619927.5157976,3355,72.50995635986328
1594619935.4158545,3360,77.67743682861328
1594619951.2269022,3370,77.30099487304688
1594619959.1681175,3375,74.75311279296875
1594619982.9464607,3390,73.84001922607422
1594619990.9339142,3395,77.72145080566406
1594620014.8177378,3410,74.6604232788086
1594620022.7855237,3415,78.3136215209961
1594620062.9729068,3440,66.7281494140625
1594620071.0262651,3445,74.2961196899414
1594620127.756944,3480,67.95954132080078
1594620152.2384403,3495,74.59644317626953
1594620184.7288733,3515,72.88600158691406
1594620209.0882833,3530,71.24065399169922
1594620225.3944752,3540,70.6270980834961
1594620241.6977756,3550,67.18092346191406
1594620274.4100282,3570,67.57852172851562
1594620307.264903,3590,66.7644271850586
1594620332.0270603,3605,71.01815795898438
1594620340.2498696,3610,64.36864471435547
1594620348.429406,3615,66.94176483154297
1594620356.6207979,3620,68.76092529296875
1594620406.2822304,3650,62.33806228637695
1594620456.219807,3680,70.40342712402344
1594620472.907793,3690,75.02808380126953
1594620481.2839,3695,64.82479095458984
1594620514.954853,3715,60.950706481933594
1594620548.6571016,3735,70.48350524902344
1594620574.111737,3750,66.99337005615234
1594620582.6088011,3755,68.10033416748047
1594620591.14945,3760,65.16119384765625
1594620608.1960921,3770,59.25527572631836
1594620625.400864,3780,65.0419921875
1594620702.7355309,3825,66.44581604003906
1594620711.356851,3830,59.613441467285156
1594620737.2791328,3845,60.53313446044922
1594620745.8978379,3850,62.378440856933594
1594620754.510241,3855,61.80485534667969
1594620771.694647,3865,57.840885162353516
1594620780.33832,3870,66.5469970703125
1594620832.3867476,3900,57.39516830444336
1594620867.163441,3920,57.871700286865234
1594620875.8491173,3925,56.08333969116211
1594620893.311688,3935,61.773094177246094
1594620910.7783482,3945,60.17081832885742
1594620936.9513915,3960,65.02924346923828
1594620945.6953316,3965,63.35232925415039
1594620954.449166,3970,56.85599136352539
1594620963.230292,3975,61.333919525146484
1594620989.6578028,3990,54.961097717285156
1594621034.5816245,4010,55.15569305419922
1594621061.0636811,4025,55.895145416259766
1594621078.6481028,4035,51.29835891723633
1594621087.453893,4040,57.039939880371094
1594621096.3236434,4045,55.76805114746094
1594621149.7251074,4075,56.288909912109375
1594621158.722541,4080,54.704524993896484
1594621203.8478703,4105,57.828887939453125
1594621240.0246692,4125,55.80146026611328
1594621267.054143,4140,53.13921356201172
1594621303.4109983,4160,53.26573181152344
1594621340.1119974,4180,54.136722564697266
1594621358.6080832,4190,56.9592170715332
1594621405.0833151,4215,51.56940460205078
1594621432.981003,4230,56.85252380371094
1594621630.5362463,4335,48.888587951660156
1594621649.6220438,4345,52.97200393676758
1594621659.1914074,4350,53.89554977416992
1594621697.2808266,4370,48.86234664916992
1594621716.4394035,4380,50.50579833984375
1594621754.666516,4400,47.44753646850586
1594621773.8572392,4410,48.77919387817383
1594621793.0266094,4420,50.96273422241211
1594621821.8624277,4435,49.84477233886719
1594621850.9259748,4450,53.88451385498047
1594621909.052836,4480,53.92364501953125
1594621947.8925824,4500,48.87623596191406
1594622016.0574005,4535,49.087772369384766
1594622025.818166,4540,52.3233528137207
1594622035.6277063,4545,54.66877365112305
1594622045.4599144,4550,57.03477096557617
1594622094.8100333,4575,58.81624221801758
1594622114.688713,4585,55.75284194946289
1594622144.3607416,4600,53.341575622558594
1594622154.282906,4605,44.549930572509766
1594622164.2359974,4610,46.90122985839844
1594622174.1953275,4615,48.71772003173828
1594622253.9958167,4655,47.94524002075195
1594622264.0117455,4660,52.76179885864258
1594622293.9796793,4675,50.4924201965332
1594622364.5900064,4710,48.910858154296875
1594622395.0444012,4725,46.429664611816406
1594622487.222065,4770,51.282291412353516
1594622507.8405807,4780,49.71070098876953
1594622518.1567893,4785,44.505149841308594
1594622528.4710011,4790,52.17778396606445
1594622559.5621352,4805,51.34946060180664
1594622569.9202838,4810,45.374454498291016
1594622611.3449037,4830,45.34749221801758
1594622663.189431,4855,46.98945236206055
1594622673.53472,4860,46.67449188232422
1594622714.9256012,4880,47.65541458129883
1594622725.286854,4885,48.33279800415039
1594622735.7593095,4890,46.659339904785156
1594622746.1987748,4895,51.73134994506836
1594622777.5977347,4910,48.079166412353516
1594622788.055079,4915,55.02555465698242
1594622798.4657545,4920,51.3064079284668
1594622829.8352883,4935,49.7931022644043
1594622840.2507935,4940,52.141658782958984
1594622924.7089732,4980,49.153812408447266
1594622972.6633737,5000,46.17935562133789
1594622998.2079694,5010,51.17815399169922
1594623019.4902802,5020,50.83073043823242
1594623030.1255207,5025,52.47505187988281
1594623104.795296,5060,46.07192611694336
1594623115.4915833,5065,52.101531982421875
1594623126.262536,5070,49.19156265258789
1594623158.7734551,5085,54.91724395751953
1594623245.7619607,5125,48.02996063232422
1594623267.447937,5135,52.33525466918945
1594623311.0258064,5155,53.8177490234375
