Wall time,Step,Value
1586815393.1572943,50,2958.0576171875
1586815430.8824847,100,1313.14599609375
1586815468.8670492,150,883.6397705078125
1586815507.5511515,200,842.2318725585938
1586815546.532983,250,682.3038330078125
1586815594.5257275,300,603.6759643554688
1586815633.6508815,350,555.6417236328125
1586815673.196745,400,535.3186645507812
1586815712.618211,450,495.2446594238281
1586815752.0747771,500,532.955078125
1586815800.4797533,550,453.41180419921875
1586815839.3738034,600,401.5795593261719
1586815878.7988627,650,440.1114807128906
1586815918.3519356,700,417.5380554199219
1586815957.4945507,750,394.3696594238281
1586815996.9329646,800,372.4735412597656
1586816044.9912074,850,351.80218505859375
1586816084.4098585,900,359.4356994628906
1586816123.696461,950,327.1424560546875
1586816168.8443344,1000,290.8795471191406
1586816210.0895407,1050,301.2398376464844
1586816258.4945633,1100,296.5954284667969
1586816297.3358166,1150,274.3938293457031
1586816336.6873405,1200,288.82763671875
1586816376.2598171,1250,266.4783020019531
1586816416.025856,1300,261.2138977050781
1586816455.5141819,1350,249.3534393310547
1586816503.2987835,1400,243.81898498535156
1586816542.9627895,1450,242.72845458984375
1586816582.4800646,1500,228.2781524658203
1586816621.6913702,1550,221.7052001953125
1586816661.12074,1600,229.8140869140625
1586816709.4778035,1650,203.83334350585938
1586816748.5442297,1700,207.02093505859375
1586816788.040997,1750,202.16590881347656
1586816827.6636868,1800,193.8472137451172
1586816866.9320734,1850,179.3680419921875
1586816906.291313,1900,180.03976440429688
1586816954.3975213,1950,174.85467529296875
1586816994.0217507,2000,180.17494201660156
1586817035.410623,2050,169.34523010253906
1586817074.9134328,2100,181.0091094970703
1586817114.3138921,2150,183.71385192871094
1586817162.4414937,2200,158.8146209716797
1586817201.740579,2250,163.7129364013672
1586817241.0914078,2300,149.67828369140625
1586817280.9617825,2350,146.84996032714844
1586817320.2515442,2400,143.26463317871094
1586817368.8271894,2450,143.67291259765625
1586817407.4262824,2500,146.1251220703125
1586817447.340775,2550,139.31134033203125
1586817487.0526667,2600,135.70925903320312
